"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","EMP","TOT","PC_WKGPOP","A","2006",63.97321,
"KOR","EMP","TOT","PC_WKGPOP","A","2007",64.14521,
"KOR","EMP","TOT","PC_WKGPOP","A","2008",63.9557,
"KOR","EMP","TOT","PC_WKGPOP","A","2009",63.0171,
"KOR","EMP","TOT","PC_WKGPOP","A","2010",63.38788,
"KOR","EMP","TOT","PC_WKGPOP","A","2011",63.91484,
"KOR","EMP","TOT","PC_WKGPOP","A","2012",64.34369,
"KOR","EMP","TOT","PC_WKGPOP","A","2013",64.62727,
"KOR","EMP","TOT","PC_WKGPOP","A","2014",65.56622,
"KOR","EMP","TOT","PC_WKGPOP","A","2015",65.90981,
"KOR","EMP","TOT","PC_WKGPOP","A","2016",66.07566,
"KOR","EMP","TOT","PC_WKGPOP","A","2017",66.62926,
"KOR","EMP","TOT","PC_WKGPOP","A","2018",66.61324,
"KOR","EMP","TOT","PC_WKGPOP","A","2019",66.82268,
"KOR","EMP","TOT","PC_WKGPOP","A","2020",65.86022,
"KOR","EMP","TOT","PC_WKGPOP","A","2021",66.52686,
"LUX","EMP","TOT","PC_WKGPOP","A","2003",62.2,
"LUX","EMP","TOT","PC_WKGPOP","A","2004",62.5,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2005",63.6,
"LUX","EMP","TOT","PC_WKGPOP","A","2006",63.6,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2007",64.15,
"LUX","EMP","TOT","PC_WKGPOP","A","2008",63.425,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2009",65.2,
"LUX","EMP","TOT","PC_WKGPOP","A","2010",65.2,
"LUX","EMP","TOT","PC_WKGPOP","A","2011",64.625,
"LUX","EMP","TOT","PC_WKGPOP","A","2012",65.85,
"LUX","EMP","TOT","PC_WKGPOP","A","2013",65.725,
"LUX","EMP","TOT","PC_WKGPOP","A","2014",66.625,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2015",66.15,
"LUX","EMP","TOT","PC_WKGPOP","A","2016",65.575,
"LUX","EMP","TOT","PC_WKGPOP","A","2017",66.275,
"LUX","EMP","TOT","PC_WKGPOP","A","2018",67.1,
"LUX","EMP","TOT","PC_WKGPOP","A","2019",67.95,
"LUX","EMP","TOT","PC_WKGPOP","A","2020",67.25,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2021",69.375,
"MEX","EMP","TOT","PC_WKGPOP","A","2005",60.05342,
"MEX","EMP","TOT","PC_WKGPOP","A","2006",60.96249,
"MEX","EMP","TOT","PC_WKGPOP","A","2007",61.00108,
"MEX","EMP","TOT","PC_WKGPOP","A","2008",60.66586,
"MEX","EMP","TOT","PC_WKGPOP","A","2009",59.784,
"MEX","EMP","TOT","PC_WKGPOP","A","2010",59.66136,
"MEX","EMP","TOT","PC_WKGPOP","A","2011",60.02428,
"MEX","EMP","TOT","PC_WKGPOP","A","2012",60.90891,
"MEX","EMP","TOT","PC_WKGPOP","A","2013",60.8422,
"MEX","EMP","TOT","PC_WKGPOP","A","2014",60.40805,
"MEX","EMP","TOT","PC_WKGPOP","A","2015",60.74515,
"MEX","EMP","TOT","PC_WKGPOP","A","2016",61.04717,
"MEX","EMP","TOT","PC_WKGPOP","A","2017",61.19406,
"MEX","EMP","TOT","PC_WKGPOP","A","2018",61.59449,
"MEX","EMP","TOT","PC_WKGPOP","A","2019",62.26349,
"MEX","EMP","TOT","PC_WKGPOP","A","2021",61.03192,
"NLD","EMP","TOT","PC_WKGPOP","A","2000",72.95,
"NLD","EMP","TOT","PC_WKGPOP","A","2001",74.125,
"NLD","EMP","TOT","PC_WKGPOP","A","2002",74.4,
"NLD","EMP","TOT","PC_WKGPOP","A","2003",73.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2004",73.125,"B"
"NLD","EMP","TOT","PC_WKGPOP","A","2005",70.625,
"NLD","EMP","TOT","PC_WKGPOP","A","2006",71.575,
"NLD","EMP","TOT","PC_WKGPOP","A","2007",73.45,
"NLD","EMP","TOT","PC_WKGPOP","A","2008",74.925,"B"
"NLD","EMP","TOT","PC_WKGPOP","A","2009",76.175,
"NLD","EMP","TOT","PC_WKGPOP","A","2010",75.45,
"NLD","EMP","TOT","PC_WKGPOP","A","2011",75.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2012",75.9,
"NLD","EMP","TOT","PC_WKGPOP","A","2013",75.1,
"NLD","EMP","TOT","PC_WKGPOP","A","2014",74.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2015",75.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2016",76.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2017",77.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2018",78.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2019",79.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2020",79.3,
"NLD","EMP","TOT","PC_WKGPOP","A","2021",80.15,
"NZL","EMP","TOT","PC_WKGPOP","A","1986",72.15318,
"NZL","EMP","TOT","PC_WKGPOP","A","1987",71.97916,
"NZL","EMP","TOT","PC_WKGPOP","A","1988",69.43733,
"NZL","EMP","TOT","PC_WKGPOP","A","1989",67.16886,
"NZL","EMP","TOT","PC_WKGPOP","A","1990",67.10247,
"NZL","EMP","TOT","PC_WKGPOP","A","1991",65.26609,
"NZL","EMP","TOT","PC_WKGPOP","A","1992",64.92945,
"NZL","EMP","TOT","PC_WKGPOP","A","1993",65.62728,
"NZL","EMP","TOT","PC_WKGPOP","A","1994",67.49545,
"NZL","EMP","TOT","PC_WKGPOP","A","1995",69.65571,
"NZL","EMP","TOT","PC_WKGPOP","A","1996",70.60989,
"NZL","EMP","TOT","PC_WKGPOP","A","1997",70.1252,
"NZL","EMP","TOT","PC_WKGPOP","A","1998",69.07514,
"NZL","EMP","TOT","PC_WKGPOP","A","1999",69.55356,
"NZL","EMP","TOT","PC_WKGPOP","A","2000",70.33273,
"NZL","EMP","TOT","PC_WKGPOP","A","2001",71.37629,
"NZL","EMP","TOT","PC_WKGPOP","A","2002",72.09379,
"NZL","EMP","TOT","PC_WKGPOP","A","2003",72.15541,
"NZL","EMP","TOT","PC_WKGPOP","A","2004",73.16463,
"NZL","EMP","TOT","PC_WKGPOP","A","2005",74.21869,
"NZL","EMP","TOT","PC_WKGPOP","A","2006",74.76456,
"NZL","EMP","TOT","PC_WKGPOP","A","2007",75.10442,
"NZL","EMP","TOT","PC_WKGPOP","A","2008",74.55002,
"NZL","EMP","TOT","PC_WKGPOP","A","2009",72.72729,
"NZL","EMP","TOT","PC_WKGPOP","A","2010",72.10973,
"NZL","EMP","TOT","PC_WKGPOP","A","2011",72.40391,
"NZL","EMP","TOT","PC_WKGPOP","A","2012",71.85777,
"NZL","EMP","TOT","PC_WKGPOP","A","2013",72.72184,
"NZL","EMP","TOT","PC_WKGPOP","A","2014",74.17313,
"NZL","EMP","TOT","PC_WKGPOP","A","2015",74.24967,
"NZL","EMP","TOT","PC_WKGPOP","A","2016",75.57751,
"NZL","EMP","TOT","PC_WKGPOP","A","2017",76.91602,
"NZL","EMP","TOT","PC_WKGPOP","A","2018",77.49548,
"NZL","EMP","TOT","PC_WKGPOP","A","2019",77.46133,
"NZL","EMP","TOT","PC_WKGPOP","A","2020",76.78643,
"NZL","EMP","TOT","PC_WKGPOP","A","2021",78.33437,
"NOR","EMP","TOT","PC_WKGPOP","A","2000",77.5,
"NOR","EMP","TOT","PC_WKGPOP","A","2001",77.175,
"NOR","EMP","TOT","PC_WKGPOP","A","2002",76.825,
"NOR","EMP","TOT","PC_WKGPOP","A","2003",75.5,
"NOR","EMP","TOT","PC_WKGPOP","A","2004",75.125,"B"
"NOR","EMP","TOT","PC_WKGPOP","A","2005",74.825,"B"
"NOR","EMP","TOT","PC_WKGPOP","A","2006",75.375,
"NOR","EMP","TOT","PC_WKGPOP","A","2007",76.825,
"NOR","EMP","TOT","PC_WKGPOP","A","2008",77.95,
"NOR","EMP","TOT","PC_WKGPOP","A","2009",76.425,
"NOR","EMP","TOT","PC_WKGPOP","A","2010",75.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2011",75.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2012",75.75,
"NOR","EMP","TOT","PC_WKGPOP","A","2013",75.425,
"NOR","EMP","TOT","PC_WKGPOP","A","2014",75.225,
"NOR","EMP","TOT","PC_WKGPOP","A","2015",74.8,
"NOR","EMP","TOT","PC_WKGPOP","A","2016",74.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2017",74,
"NOR","EMP","TOT","PC_WKGPOP","A","2018",74.8,
"NOR","EMP","TOT","PC_WKGPOP","A","2019",75.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2020",74.65,"B"
"NOR","EMP","TOT","PC_WKGPOP","A","2021",76.3,
"POL","EMP","TOT","PC_WKGPOP","A","2000",54.975,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2001",53.35,
"POL","EMP","TOT","PC_WKGPOP","A","2002",51.475,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2003",51.2,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2004",51.65,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2005",52.775,
"POL","EMP","TOT","PC_WKGPOP","A","2006",54.45,
"POL","EMP","TOT","PC_WKGPOP","A","2007",57.025,
"POL","EMP","TOT","PC_WKGPOP","A","2008",59.225,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2009",57.175,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2010",56.975,
"POL","EMP","TOT","PC_WKGPOP","A","2011",57.45,
"POL","EMP","TOT","PC_WKGPOP","A","2012",58,
"POL","EMP","TOT","PC_WKGPOP","A","2013",58.425,
"POL","EMP","TOT","PC_WKGPOP","A","2014",60.2,
"POL","EMP","TOT","PC_WKGPOP","A","2015",61.6,
"POL","EMP","TOT","PC_WKGPOP","A","2016",63.45,
"POL","EMP","TOT","PC_WKGPOP","A","2017",65.25,
"POL","EMP","TOT","PC_WKGPOP","A","2018",66.675,
"POL","EMP","TOT","PC_WKGPOP","A","2019",67.525,
"POL","EMP","TOT","PC_WKGPOP","A","2020",67.8,
"POL","EMP","TOT","PC_WKGPOP","A","2021",70.3,
"PRT","EMP","TOT","PC_WKGPOP","A","1998",66.825,
"PRT","EMP","TOT","PC_WKGPOP","A","1999",67.525,
"PRT","EMP","TOT","PC_WKGPOP","A","2000",68.375,
"PRT","EMP","TOT","PC_WKGPOP","A","2001",69,
"PRT","EMP","TOT","PC_WKGPOP","A","2002",68.775,
"PRT","EMP","TOT","PC_WKGPOP","A","2003",68,
"PRT","EMP","TOT","PC_WKGPOP","A","2004",67.65,"B"
"PRT","EMP","TOT","PC_WKGPOP","A","2005",67.3,
"PRT","EMP","TOT","PC_WKGPOP","A","2006",67.625,
"PRT","EMP","TOT","PC_WKGPOP","A","2007",67.6,
"PRT","EMP","TOT","PC_WKGPOP","A","2008",68.025,"B"
"PRT","EMP","TOT","PC_WKGPOP","A","2009",62.975,
"PRT","EMP","TOT","PC_WKGPOP","A","2010",62.25,
"PRT","EMP","TOT","PC_WKGPOP","A","2011",61.85,
"PRT","EMP","TOT","PC_WKGPOP","A","2012",59.325,
"PRT","EMP","TOT","PC_WKGPOP","A","2013",58.825,
"PRT","EMP","TOT","PC_WKGPOP","A","2014",61.2,
"PRT","EMP","TOT","PC_WKGPOP","A","2015",62.8,
"PRT","EMP","TOT","PC_WKGPOP","A","2016",64.225,
"PRT","EMP","TOT","PC_WKGPOP","A","2017",66.95,
"PRT","EMP","TOT","PC_WKGPOP","A","2018",69.025,
"PRT","EMP","TOT","PC_WKGPOP","A","2019",69.85,
"PRT","EMP","TOT","PC_WKGPOP","A","2020",68.525,
"PRT","EMP","TOT","PC_WKGPOP","A","2021",70.15,
"SVK","EMP","TOT","PC_WKGPOP","A","1999",58.1,
"SVK","EMP","TOT","PC_WKGPOP","A","2000",56.775,
"SVK","EMP","TOT","PC_WKGPOP","A","2001",56.825,
"SVK","EMP","TOT","PC_WKGPOP","A","2002",56.8,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2003",57.725,
"SVK","EMP","TOT","PC_WKGPOP","A","2004",56.975,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2005",57.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2006",59.425,
"SVK","EMP","TOT","PC_WKGPOP","A","2007",60.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2008",62.25,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2009",61.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2010",60.425,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2011",61,
"SVK","EMP","TOT","PC_WKGPOP","A","2012",61.375,
"SVK","EMP","TOT","PC_WKGPOP","A","2013",61.575,
"SVK","EMP","TOT","PC_WKGPOP","A","2014",62.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2015",64.525,
"SVK","EMP","TOT","PC_WKGPOP","A","2016",66.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2017",68.075,
"SVK","EMP","TOT","PC_WKGPOP","A","2018",69.55,
"SVK","EMP","TOT","PC_WKGPOP","A","2019",70.425,
"SVK","EMP","TOT","PC_WKGPOP","A","2020",69.475,
"SVK","EMP","TOT","PC_WKGPOP","A","2021",69.45,
"ESP","EMP","TOT","PC_WKGPOP","A","1999",53.85,
"ESP","EMP","TOT","PC_WKGPOP","A","2000",56.275,"B"
"ESP","EMP","TOT","PC_WKGPOP","A","2001",57.825,
"ESP","EMP","TOT","PC_WKGPOP","A","2002",58.925,
"ESP","EMP","TOT","PC_WKGPOP","A","2003",60.175,
"ESP","EMP","TOT","PC_WKGPOP","A","2004",61.325,"B"
"ESP","EMP","TOT","PC_WKGPOP","A","2005",63.55,
"ESP","EMP","TOT","PC_WKGPOP","A","2006",65.025,
"ESP","EMP","TOT","PC_WKGPOP","A","2007",65.8,
"ESP","EMP","TOT","PC_WKGPOP","A","2008",64.475,
"ESP","EMP","TOT","PC_WKGPOP","A","2009",59.95,
"ESP","EMP","TOT","PC_WKGPOP","A","2010",58.85,
"ESP","EMP","TOT","PC_WKGPOP","A","2011",58.025,
"ESP","EMP","TOT","PC_WKGPOP","A","2012",55.75,
"ESP","EMP","TOT","PC_WKGPOP","A","2013",54.825,
"ESP","EMP","TOT","PC_WKGPOP","A","2014",56,
"ESP","EMP","TOT","PC_WKGPOP","A","2015",57.8,
"ESP","EMP","TOT","PC_WKGPOP","A","2016",59.55,
"ESP","EMP","TOT","PC_WKGPOP","A","2017",61.1,
"ESP","EMP","TOT","PC_WKGPOP","A","2018",62.4,
"ESP","EMP","TOT","PC_WKGPOP","A","2019",63.3,
"ESP","EMP","TOT","PC_WKGPOP","A","2020",60.95,
"ESP","EMP","TOT","PC_WKGPOP","A","2021",62.725,
"SWE","EMP","TOT","PC_WKGPOP","A","2001",74.05,
"SWE","EMP","TOT","PC_WKGPOP","A","2002",73.625,
"SWE","EMP","TOT","PC_WKGPOP","A","2003",72.875,
"SWE","EMP","TOT","PC_WKGPOP","A","2004",72.05,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2005",72.3,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2006",73.125,
"SWE","EMP","TOT","PC_WKGPOP","A","2007",74.175,
"SWE","EMP","TOT","PC_WKGPOP","A","2008",74.325,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2009",71.65,
"SWE","EMP","TOT","PC_WKGPOP","A","2010",71.6,
"SWE","EMP","TOT","PC_WKGPOP","A","2011",73.1,
"SWE","EMP","TOT","PC_WKGPOP","A","2012",73.275,
"SWE","EMP","TOT","PC_WKGPOP","A","2013",73.95,
"SWE","EMP","TOT","PC_WKGPOP","A","2014",74.425,
"SWE","EMP","TOT","PC_WKGPOP","A","2015",75.025,
"SWE","EMP","TOT","PC_WKGPOP","A","2016",75.725,
"SWE","EMP","TOT","PC_WKGPOP","A","2017",76.325,
"SWE","EMP","TOT","PC_WKGPOP","A","2018",76.85,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2019",76.575,
"SWE","EMP","TOT","PC_WKGPOP","A","2020",74.875,
"SWE","EMP","TOT","PC_WKGPOP","A","2021",75.375,
"CHE","EMP","TOT","PC_WKGPOP","A","2005",77.2,
"CHE","EMP","TOT","PC_WKGPOP","A","2006",77.9,
"CHE","EMP","TOT","PC_WKGPOP","A","2007",78.6,
"CHE","EMP","TOT","PC_WKGPOP","A","2008",79.5,
"CHE","EMP","TOT","PC_WKGPOP","A","2009",79,"B"
"CHE","EMP","TOT","PC_WKGPOP","A","2010",77.325,
"CHE","EMP","TOT","PC_WKGPOP","A","2011",78.35,
"CHE","EMP","TOT","PC_WKGPOP","A","2012",78.475,
"CHE","EMP","TOT","PC_WKGPOP","A","2013",78.4,
"CHE","EMP","TOT","PC_WKGPOP","A","2014",78.75,
"CHE","EMP","TOT","PC_WKGPOP","A","2015",79.2,
"CHE","EMP","TOT","PC_WKGPOP","A","2016",79.6,
"CHE","EMP","TOT","PC_WKGPOP","A","2017",79.8,
"CHE","EMP","TOT","PC_WKGPOP","A","2018",80.1,
"CHE","EMP","TOT","PC_WKGPOP","A","2019",80.475,
"CHE","EMP","TOT","PC_WKGPOP","A","2020",79.925,"B"
"CHE","EMP","TOT","PC_WKGPOP","A","2021",79.25,
"TUR","EMP","TOT","PC_WKGPOP","A","2006",44.575,
"TUR","EMP","TOT","PC_WKGPOP","A","2007",44.65,
"TUR","EMP","TOT","PC_WKGPOP","A","2008",44.85,
"TUR","EMP","TOT","PC_WKGPOP","A","2009",44.225,
"TUR","EMP","TOT","PC_WKGPOP","A","2010",46.275,
"TUR","EMP","TOT","PC_WKGPOP","A","2011",48.4,
"TUR","EMP","TOT","PC_WKGPOP","A","2012",48.9,
"TUR","EMP","TOT","PC_WKGPOP","A","2013",49.525,"B"
"TUR","EMP","TOT","PC_WKGPOP","A","2014",49.525,
"TUR","EMP","TOT","PC_WKGPOP","A","2015",50.15,
"TUR","EMP","TOT","PC_WKGPOP","A","2016",50.65,
"TUR","EMP","TOT","PC_WKGPOP","A","2017",51.55,
"TUR","EMP","TOT","PC_WKGPOP","A","2018",51.975,
"TUR","EMP","TOT","PC_WKGPOP","A","2019",50.3,
"TUR","EMP","TOT","PC_WKGPOP","A","2020",47.5,"B"
"TUR","EMP","TOT","PC_WKGPOP","A","2021",50.25,
"GBR","EMP","TOT","PC_WKGPOP","A","1993",68.425,
"GBR","EMP","TOT","PC_WKGPOP","A","1994",68.925,
"GBR","EMP","TOT","PC_WKGPOP","A","1995",69.55,
"GBR","EMP","TOT","PC_WKGPOP","A","1996",70.05,
"GBR","EMP","TOT","PC_WKGPOP","A","1997",71,
"GBR","EMP","TOT","PC_WKGPOP","A","1998",71.45,
"GBR","EMP","TOT","PC_WKGPOP","A","1999",72.025,
"GBR","EMP","TOT","PC_WKGPOP","A","2000",72.475,
"GBR","EMP","TOT","PC_WKGPOP","A","2001",72.6,
"GBR","EMP","TOT","PC_WKGPOP","A","2002",72.65,
"GBR","EMP","TOT","PC_WKGPOP","A","2003",72.775,
"GBR","EMP","TOT","PC_WKGPOP","A","2004",72.975,
"GBR","EMP","TOT","PC_WKGPOP","A","2005",72.925,
"GBR","EMP","TOT","PC_WKGPOP","A","2006",72.825,
"GBR","EMP","TOT","PC_WKGPOP","A","2007",72.7,
"GBR","EMP","TOT","PC_WKGPOP","A","2008",72.6,
"GBR","EMP","TOT","PC_WKGPOP","A","2009",70.9,
"GBR","EMP","TOT","PC_WKGPOP","A","2010",70.45,
"GBR","EMP","TOT","PC_WKGPOP","A","2011",70.325,
"GBR","EMP","TOT","PC_WKGPOP","A","2012",70.975,
"GBR","EMP","TOT","PC_WKGPOP","A","2013",71.55,
"GBR","EMP","TOT","PC_WKGPOP","A","2014",72.875,
"GBR","EMP","TOT","PC_WKGPOP","A","2015",73.675,
"GBR","EMP","TOT","PC_WKGPOP","A","2016",74.375,
"GBR","EMP","TOT","PC_WKGPOP","A","2017",75,
"GBR","EMP","TOT","PC_WKGPOP","A","2018",75.625,
"GBR","EMP","TOT","PC_WKGPOP","A","2019",76.175,
"GBR","EMP","TOT","PC_WKGPOP","A","2020",75.4,
"GBR","EMP","TOT","PC_WKGPOP","A","2021",75.125,
"USA","EMP","TOT","PC_WKGPOP","A","1955",61.46822,
"USA","EMP","TOT","PC_WKGPOP","A","1956",62.4337,
"USA","EMP","TOT","PC_WKGPOP","A","1957",62.20108,
"USA","EMP","TOT","PC_WKGPOP","A","1958",60.5542,
"USA","EMP","TOT","PC_WKGPOP","A","1959",61.39219,
"USA","EMP","TOT","PC_WKGPOP","A","1960",61.52728,
"USA","EMP","TOT","PC_WKGPOP","A","1961",60.87849,
"USA","EMP","TOT","PC_WKGPOP","A","1962",61.47677,
"USA","EMP","TOT","PC_WKGPOP","A","1963",61.48097,
"USA","EMP","TOT","PC_WKGPOP","A","1964",61.79631,
"USA","EMP","TOT","PC_WKGPOP","A","1965",62.41243,
"USA","EMP","TOT","PC_WKGPOP","A","1966",63.37987,
"USA","EMP","TOT","PC_WKGPOP","A","1967",63.80169,
"USA","EMP","TOT","PC_WKGPOP","A","1968",64.08068,
"USA","EMP","TOT","PC_WKGPOP","A","1969",64.61467,
"USA","EMP","TOT","PC_WKGPOP","A","1970",63.99263,
"USA","EMP","TOT","PC_WKGPOP","A","1971",63.17525,
"USA","EMP","TOT","PC_WKGPOP","A","1972",63.7738,
"USA","EMP","TOT","PC_WKGPOP","A","1973",64.85249,
"USA","EMP","TOT","PC_WKGPOP","A","1974",64.99554,
"USA","EMP","TOT","PC_WKGPOP","A","1975",63.08882,
"USA","EMP","TOT","PC_WKGPOP","A","1976",64.14752,
"USA","EMP","TOT","PC_WKGPOP","A","1977",65.39526,
"USA","EMP","TOT","PC_WKGPOP","A","1978",67.09882,
"USA","EMP","TOT","PC_WKGPOP","A","1979",67.91239,
"USA","EMP","TOT","PC_WKGPOP","A","1980",67.18594,
"USA","EMP","TOT","PC_WKGPOP","A","1981",67.07856,
"USA","EMP","TOT","PC_WKGPOP","A","1982",65.76852,
"USA","EMP","TOT","PC_WKGPOP","A","1983",66.00588,
"USA","EMP","TOT","PC_WKGPOP","A","1984",68.13399,
"USA","EMP","TOT","PC_WKGPOP","A","1985",69.00044,
"USA","EMP","TOT","PC_WKGPOP","A","1986",69.68153,
"USA","EMP","TOT","PC_WKGPOP","A","1987",70.74065,
"USA","EMP","TOT","PC_WKGPOP","A","1988",71.64634,
"USA","EMP","TOT","PC_WKGPOP","A","1989",72.4952,
"USA","EMP","TOT","PC_WKGPOP","A","1990",72.19167,
"USA","EMP","TOT","PC_WKGPOP","A","1991",70.96761,
"USA","EMP","TOT","PC_WKGPOP","A","1992",70.80585,
"USA","EMP","TOT","PC_WKGPOP","A","1993",71.20782,
"USA","EMP","TOT","PC_WKGPOP","A","1994",72.00175,
"USA","EMP","TOT","PC_WKGPOP","A","1995",72.5349,
"USA","EMP","TOT","PC_WKGPOP","A","1996",72.85875,
"USA","EMP","TOT","PC_WKGPOP","A","1997",73.50204,
"USA","EMP","TOT","PC_WKGPOP","A","1998",73.84345,
"USA","EMP","TOT","PC_WKGPOP","A","1999",73.94605,
"USA","EMP","TOT","PC_WKGPOP","A","2000",74.09456,
"USA","EMP","TOT","PC_WKGPOP","A","2001",73.13562,
"USA","EMP","TOT","PC_WKGPOP","A","2002",71.92931,
"USA","EMP","TOT","PC_WKGPOP","A","2003",71.22334,
"USA","EMP","TOT","PC_WKGPOP","A","2004",71.22248,
"USA","EMP","TOT","PC_WKGPOP","A","2005",71.53017,
"USA","EMP","TOT","PC_WKGPOP","A","2006",71.99708,
"USA","EMP","TOT","PC_WKGPOP","A","2007",71.78132,
"USA","EMP","TOT","PC_WKGPOP","A","2008",70.88825,
"USA","EMP","TOT","PC_WKGPOP","A","2009",67.62595,
"USA","EMP","TOT","PC_WKGPOP","A","2010",66.68977,
"USA","EMP","TOT","PC_WKGPOP","A","2011",66.64754,
"USA","EMP","TOT","PC_WKGPOP","A","2012",67.13661,
"USA","EMP","TOT","PC_WKGPOP","A","2013",67.35994,
"USA","EMP","TOT","PC_WKGPOP","A","2014",68.14875,
"USA","EMP","TOT","PC_WKGPOP","A","2015",68.70962,
"USA","EMP","TOT","PC_WKGPOP","A","2016",69.35136,
"USA","EMP","TOT","PC_WKGPOP","A","2017",70.11017,
"USA","EMP","TOT","PC_WKGPOP","A","2018",70.72614,
"USA","EMP","TOT","PC_WKGPOP","A","2019",71.35841,
"USA","EMP","TOT","PC_WKGPOP","A","2020",67.06998,
"USA","EMP","TOT","PC_WKGPOP","A","2021",69.40365,
"CHL","EMP","TOT","PC_WKGPOP","A","2005",54.44468,
"CHL","EMP","TOT","PC_WKGPOP","A","2006",55.5009,
"CHL","EMP","TOT","PC_WKGPOP","A","2007",56.3303,
"CHL","EMP","TOT","PC_WKGPOP","A","2008",57.2645,
"CHL","EMP","TOT","PC_WKGPOP","A","2009",56.06453,
"CHL","EMP","TOT","PC_WKGPOP","A","2010",60.1041,
"CHL","EMP","TOT","PC_WKGPOP","A","2011",62.04338,
"CHL","EMP","TOT","PC_WKGPOP","A","2012",62.65226,
"CHL","EMP","TOT","PC_WKGPOP","A","2013",63.15082,
"CHL","EMP","TOT","PC_WKGPOP","A","2014",63.23605,
"CHL","EMP","TOT","PC_WKGPOP","A","2015",63.49899,
"CHL","EMP","TOT","PC_WKGPOP","A","2016",63.34484,
"CHL","EMP","TOT","PC_WKGPOP","A","2017",63.90356,
"CHL","EMP","TOT","PC_WKGPOP","A","2018",64.0955,
"CHL","EMP","TOT","PC_WKGPOP","A","2019",64.09287,
"CHL","EMP","TOT","PC_WKGPOP","A","2020",55.84916,
"CHL","EMP","TOT","PC_WKGPOP","A","2021",58.47194,
"EST","EMP","TOT","PC_WKGPOP","A","2000",60.275,
"EST","EMP","TOT","PC_WKGPOP","A","2001",61.075,
"EST","EMP","TOT","PC_WKGPOP","A","2002",61.325,
"EST","EMP","TOT","PC_WKGPOP","A","2003",62.95,
"EST","EMP","TOT","PC_WKGPOP","A","2004",63.15,"B"
"EST","EMP","TOT","PC_WKGPOP","A","2005",64.825,
"EST","EMP","TOT","PC_WKGPOP","A","2006",68.425,
"EST","EMP","TOT","PC_WKGPOP","A","2007",69.725,
"EST","EMP","TOT","PC_WKGPOP","A","2008",70.075,"B"
"EST","EMP","TOT","PC_WKGPOP","A","2009",64.2,
"EST","EMP","TOT","PC_WKGPOP","A","2010",61.95,
"EST","EMP","TOT","PC_WKGPOP","A","2011",65.7,
"EST","EMP","TOT","PC_WKGPOP","A","2012",67.975,
"EST","EMP","TOT","PC_WKGPOP","A","2013",69.175,
"EST","EMP","TOT","PC_WKGPOP","A","2014",70.225,
"EST","EMP","TOT","PC_WKGPOP","A","2015",72.075,
"EST","EMP","TOT","PC_WKGPOP","A","2016",72.4,
"EST","EMP","TOT","PC_WKGPOP","A","2017",74.5,
"EST","EMP","TOT","PC_WKGPOP","A","2018",75.05,
"EST","EMP","TOT","PC_WKGPOP","A","2019",75.55,
"EST","EMP","TOT","PC_WKGPOP","A","2020",73.975,
"EST","EMP","TOT","PC_WKGPOP","A","2021",74,
"ISR","EMP","TOT","PC_WKGPOP","A","1995",56.51433,
"ISR","EMP","TOT","PC_WKGPOP","A","1996",56.36247,
"ISR","EMP","TOT","PC_WKGPOP","A","1997",55.70263,
"ISR","EMP","TOT","PC_WKGPOP","A","1998",55.23224,
"ISR","EMP","TOT","PC_WKGPOP","A","1999",55.46907,
"ISR","EMP","TOT","PC_WKGPOP","A","2000",56.07549,
